,1991,1995,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016
0,0.8235,1.1475,0.972,1.1340000000000001,1.1475,1.2015,1.2420000000000002,1.4445000000000001,1.917,2.2680000000000002,2.1330000000000005,1.6875
